human	mouse
1565	13101
1565	56448
1565	76279
1565	223706
1565	71754
3032	231086
1738	13382
29028	70472
79170	217138
26047	620292
26047	620292
26047	66797
26047	66797
26047	66797
26047	170571
26047	636808
26047	241175
26047	241175
26047	238680
54438	328232
26472	76142
26472	18938
100653049	16660
100653049	16672
100653049	71888
100653049	16671
3687	16409
3687	16409
3687	16411
3687	16411
3687	381924
3687	381924
7320	22210
7320	22209
10234	74511
171177	228543
100033411	100039227
100033411	100039293
100033411	278672
100033411	672498
1375	12895
29901	66406
64090	619597
64090	381334
64090	100041596
3952	16846
553115	67898
57482	320827
57482	320827
54870	69232
5272	20710
5272	20706
5272	20707
5272	20723
5272	20709
5272	93806
5272	544923
5272	20726
8089	64050
148808	213006
90957	106794
154661	242819
3885	16660
3885	16672
3885	71888
3885	16671
59343	75826
8635	68195
8635	100037283
23287	244071
23287	67269
6988	102791
391356	69709
758	77015
758	77015
758	223726
29985	106947
346528	258366
346528	18346
346528	258647
5296	18709
84984	66994
347853	109575
130940	227933
92714	215705
26011	23966
26011	23966
5216	18645
5216	18643
7203	12462
4084	17119
4994	258704
4994	258702
4994	258703
4994	258701
107987485	100039227
107987485	100039293
107987485	278672
107987485	672498
5662	73728
10897	68090
5538	19063
387712	226265
55602	70925
119765	258789
119765	18331
119765	258977
119765	258982
119765	258987
119765	406186
284428	234988
284428	73503
128371	404222
284433	100043474
284433	100038860
284433	100038859
245711	70891
245711	70891
50944	243961
50944	210274
50944	58234
54828	192197
54828	192197
4343	17454
2049	13845
1829	13511
154467	68597
388701	73545
254783	258772
79882	75553
199964	329909
339456	69671
255738	100102
2139	14049
283358	330406
283358	330671
23066	67088
23066	67088
1393	12919
27288	76572
27095	27096
84270	68480
56884	320027
56884	320027
56884	213262
84187	209497
84187	209497
84187	209497
84187	209497
84187	209497
84187	209497
7252	22094
107987489	100039227
107987489	100039293
107987489	278672
107987489	672498
390083	404318
390083	259046
474	11921
728577	620292
728577	620292
728577	66797
728577	66797
728577	66797
728577	170571
728577	636808
728577	241175
728577	241175
728577	238680
29078	68493
4246	102639117
4060	17022
6618	102209
9839	24136
64788	76483
26470	233878
744	77015
744	77015
744	223726
2295	15227
2295	14238
23105	320027
23105	320027
23105	213262
9823	67416
390442	56858
390442	258264
84651	408198
126917	320678
126917	212632
196883	104110
2783	14693
7297	54721
57057	57246
5502	58200
387849	66532
9582	80287
79778	231830
7780	230810
1419	12965
2346	53320
2346	72560
27350	80287
11340	69639
2182	50790
4297	214162
653166	258153
10346	209387
10346	667823
10346	94094
10346	319236
10346	94088
10346	434218
10346	76681
10346	20128
64400	14339
56983	224143
2849	233919
119679	404317
27340	70683
1641	13193
387263	67912
89782	239833
4782	18029
6382	20969
6867	320165
100652748	53600
2101	26379
53346	107769
53346	107769
56898	69772
960	12505
10736	20472
5897	19374
7319	22210
7319	22209
125997	234988
125997	73503
200312	71673
54434	231637
64118	68730
89941	214952
64760	239170
83856	319636
10219	50928
389084	73234
5537	56420
5537	67857
83879	66953
3486	16009
79682	71876
10450	56031
165530	51811
586	12035
140564	80287
60489	80287
6098	19886
6098	19886
399474	623230
8558	12537
8558	234854
92106	218885
84871	78933
84871	78933
284254	75577
5825	19299
9320	14897
6712	20743
154197	240023
57496	239719
57496	239719
28231	108115
84864	67014
347741	69602
149954	381399
85476	28030
124401	72615
3681	16409
3681	16411
3681	381924
57533	100855
8736	17929
123624	244071
123624	67269
26017	67922
55624	68273
57282	94229
57282	94229
2130	14030
25833	18988
2887	14783
369	11836
369	11836
653509	20387
9194	20503
9496	21387
84131	208518
222389	209645
4995	258704
4995	258702
4995	258703
4995	258701
84266	66400
57060	59092
6833	20927
10891	19017
113612	71519
23316	13048
283677	73673
85509	234988
85509	73503
25900	320678
25900	212632
54970	235330
8409	22294
29994	407823
57624	241134
112268384	258366
112268384	18346
112268384	258647
1564	13105
1564	380997
1564	545123
1564	13101
1564	56448
1564	76279
1564	223706
1564	71754
84561	171286
317749	28200
729238	20387
9515	207227
6002	71729
150159	74446
1496	12386
5581	18754
5581	18754
11156	19245
7399	22283
7399	22283
130576	71897
2567	14405
783	12296
783	12296
6256	20181
9958	14479
10813	72554
1508	13030
55425	67467
199713	232827
9498	59033
9498	59033
55129	102566
55129	102566
22876	101490
22876	101490
4008	380928
254827	635702
254827	635702
140469	667663
140469	329421
143884	244672
6799	53315
8997	545156
285753	103268
2822	14756
147872	384619
147872	384619
2804	224139
170960	628709
170960	105245545
170960	70227
170960	100416706
170960	212281
170960	431706
170960	69623
677	12192
283238	171405
283238	207151
283238	319800
22920	16579
26530	404307
26530	258830
26530	258218
388585	15208
388585	15208
114876	64291
22905	13855
22905	13855
54107	59001
29881	237636
8864	18627
152	11553
29896	101214
4705	67273
6519	20532
51574	28036
51574	28036
7316	22187
390792	237934
284521	259071
5245	18673
4695	17991
84189	239250
429	17172
56001	170722
56001	83454
445329	53315
7594	628709
7594	105245545
7594	70227
7594	100416706
7594	212281
7594	431706
7594	69623
25764	67693
23019	234594
7314	22187
5000	26428
64224	80517
3549	16147
23357	68737
11086	244486
259308	545611
259308	100043920
259308	101056232
259308	108168679
2581	14420
6822	20859
6822	100043194
6822	434121
6822	54200
6822	629219
6822	629203
1848	67603
196	11622
4668	17939
84283	71913
1514	13039
200172	194219
4704	66108
80709	100182
10263	52004
4303	54601
80024	170756
9896	103199
30835	69165
30835	170779
79896	208967
401667	258248
401667	259118
8638	23962
6818	53315
10589	66556
9068	72713
617	66821
10198	269702
5701	19181
51131	628693
51131	236451
830	12343
122748	258296
81621	107250
4779	18023
728489	52838
26529	404307
26529	258830
26529	258218
4091	17130
85455	214240
7075	21846
26257	18094
51504	67674
8204	268903
9789	66624
23043	665113
8842	19126
54511	15356
2565	14405
3155	15356
114799	77805
29999	56223
386676	544710
386676	100041261
54552	237107
147945	446099
147945	330490
147945	233001
147945	76858
147945	243874
147945	384752
147945	243880
7134	21924
6595	67155
6595	67155
432	216864
432	11889
432	17312
7566	52712
55323	67557
7757	628709
7757	105245545
7757	70227
7757	100416706
7757	212281
7757	431706
7757	69623
2999	14939
2999	14940
6547	110893
6547	110891
6547	20541
54436	231147
8645	16529
57154	75788
154043	215748
388125	244911
991	107995
25966	207781
80700	66530
1740	23859
283635	100101807
283635	73385
6224	67427
6160	665562
106707243	353167
106707243	387344
106707243	387352
120939	330428
5106	74551
401387	242838
64750	75788
79169	67862
145741	244911
27133	16510
8578	380713
386678	544710
386678	100041261
126147	243967
51167	266690
57617	228545
338755	258350
338755	259034
338755	258591
338755	258445
338755	258592
338755	258589
4714	67264
147645	75690
2787	100043507
3643	16337
107986084	68475
3002	14939
3002	14940
387775	171405
387775	207151
387775	319800
3232	15434
85865	207704
56616	66593
9703	72503
3732	12521
9	17960
23120	319767
55246	67179
1573	665095
1573	100066
1573	74519
1573	242546
1573	13109
1573	230459
644150	330319
119687	258248
119687	259118
252839	66241
6814	20912
9513	23879
11117	100952
144321	67537
285231	76998
285231	668758
285231	382156
285231	382109
285231	382106
285231	109082
285231	211305
285231	320083
285231	546161
10	17960
4092	17130
57761	228775
6559	20497
5726	387513
165082	381628
6732	20815
255809	382062
57654	71101
84286	72392
3190	15387
3983	226251
636	12121
636	12121
23478	56529
393	171207
2590	108148
387601	171405
387601	207151
387601	319800
4703	17996
79641	66049
51199	18080
54788	56709
57449	269608
7481	22411
84215	666528
144125	258350
144125	259034
144125	258591
144125	258445
144125	258592
144125	258589
773	12286
773	12287
50650	71704
50650	71704
50650	71704
2135	58193
30815	50935
410	11883
266743	225872
9901	259302
64857	101497
2833	12766
285025	545428
285025	545428
64847	217116
9266	19158
25821	68291
5916	19411
9601	12304
57582	227632
51421	56332
23595	50793
101929926	102638514
919	12503
57489	52184
84795	74580
55657	103836
84146	52397
10695	72029
9865	66873
10641	56032
124790	71059
51608	67604
57045	65960
8930	17193
10923	20024
57152	57277
57152	68311
260429	353130
386674	544710
386674	100041261
2104	26381
6546	110893
6546	110891
6546	20541
85459	319675
81558	215512
9989	70351
10781	235028
11202	259277
339448	97159
5795	19271
51332	640524
51332	640524
51477	71780
22926	226641
92399	67871
23125	216874
23125	216874
9826	213498
4041	16973
23253	106585
2563	14403
996	217232
54584	13972
114804	217340
64094	64075
54331	14702
386672	100502831
386680	544710
386680	100041261
5048	18472
5581	18754
5581	18754
5581	18755
5581	18755
8622	18584
8622	218461
2567	14406
2567	14407
783	12296
9641	56489
57705	545030
54808	69190
6799	20887
8997	545156
8997	223435
170960	100504950
170960	78251
170960	408068
170960	665001
170960	100502880
170960	102639700
5866	74760
283238	236293
283238	434674
283238	236149
3250	15439
26530	258831
84517	76652
167	78081
200424	194388
7316	22190
55128	101700
284521	258354
5245	237880
56001	53319
90952	69524
445329	20887
7594	100504950
7594	78251
7594	408068
7594	665001
7594	100502880
7594	102639700
7314	22190
3487	16010
259308	108169010
259308	433698
259308	100862324
259308	100862261
259308	101056144
6822	638251
6822	434264
6822	76971
254173	330010
127829	67166
127829	68724
22949	67103
30835	170780
30835	170786
30835	170776
200726	105243944
7528	100073351
7528	22632
401667	259115
64398	56217
8638	231655
6818	20887
132625	22702
100526740	71799
51131	219131
51131	219132
2876	14775
115939	68327
10539	30926
494188	72973
26529	258831
4091	17131
285367	101122
340348	232670
5054	18787
3798	16572
442361	258293
79053	381903
23043	665113
9311	171209
23513	105782
6146	19934
54511	208982
2565	14406
2565	14407
6499	108077
3155	208982
9967	230753
23116	328108
147945	210045
147945	83564
147945	235779
432	216864
432	11889
151188	65103
7757	100504950
7757	78251
7757	408068
7757	665001
7757	100502880
7757	102639700
150962	74467
10969	69072
3005	14958
57154	66313
729830	229488
729830	229488
388125	75697
54949	66072
31	107476
31	107476
31	107476
31	107476
31	107476
31	107476
29956	76893
4637	17904
405753	213696
405753	66811
1740	23859
1740	23859
1740	23859
6160	114641
84140	73873
106707243	667992
106707243	387616
4697	17992
64333	216445
64750	66313
145741	75697
55207	67166
55207	68724
27133	238271
338755	257902
338755	66786
338755	258595
338755	258593
338755	258180
338755	258444
2787	14707
2978	14913
387775	236293
387775	434674
387775	236149
401498	320500
379	80981
1500	12388
28951	217410
8733	14731
9	17961
9	17962
404281	100073351
404281	22632
1573	13110
119687	259115
7376	22260
285231	382105
285231	320082
285231	434440
285231	235612
285231	50757
285231	635668
5441	66491
10	17961
10	17962
25930	104831
4092	17131
84726	227723
56413	57260
6775	20849
84629	231861
5719	23997
27190	56069
4168	109904
64777	66089
387601	236293
387601	434674
387601	236149
6817	53315
6817	20887
221091	68852
9692	66132
144125	257902
144125	66786
144125	258595
144125	258593
144125	258180
144125	258444
51585	74737
11140	12539
548596	12716
3920	16784
29127	26934
26534	258268
26534	258423
9701	71474
150684	17846
2104	26381
10458	108100
283254	241547
5774	545622
51368	21767
282969	69064
1159	12716
375616	333088
254122	225861
55701	268739
55701	268739
29923	69573
3218	15416
27315	233575
54584	13972
83548	338337
64094	64074
51495	57874
284992	78016
60468	12014
60468	12014
159195	78787
6854	20965
6854	20964
6854	27204
6854	27204
79792	69146
11184	26411
94059	243813
9590	83397
23228	224860
23228	224860
84221	76573
2774	14680
84216	320709
2895	14803
2895	14803
2895	14803
2895	14803
2895	14803
2895	14803
2895	14804
2895	14804
83989	68675
83989	68675
59269	16656
1612	69635
60685	21769
2651	14538
2651	14538
2651	14538
1001	12560
1804	13483
1804	13483
1804	13483
1804	13483
1804	13483
1804	13483
79600	654470
152877	74504
375748	76251
375748	76251
200844	74430
25988	102423
157922	227634
391190	258937
5699	19171
286234	102641557
117154	13134
117154	93837
23129	67784
9628	50779
9628	50779
9628	24012
256329	72000
256329	72000
10806	76816
10806	76816
10806	76816
131096	211468
131096	211468
131096	211468
204474	71830
344387	381113
112755	56216
112755	20907
928	12527
928	12527
116154	74189
116154	74189
85477	20259
85477	20259
54662	70296
6318	20248
6318	394252
6318	381286
6318	383548
79589	66889
153222	77128
153222	77128
201158	383103
201158	67510
6282	20195
6317	20248
6317	394252
6317	381286
6317	383548
59	11475
59	11459
59	11464
59	11468
170850	225030
2998	232493
339403	242093
54586	67753
8665	66085
132158	235582
107987373	19935
9777	99237
3651	18609
5001	26429
94015	117160
8673	22320
5528	21770
83860	209361
4771	18016
4771	18016
345274	75750
50940	241489
23087	66854
25770	102631980
149095	77772
6366	100504239
6366	100862177
6366	100042493
6366	100504362
6366	65956
6366	100041593
6366	100504346
6366	18829
6366	100041504
5981	19687
390323	258935
84196	170707
26737	258618
3608	67781
326	11634
391192	258937
53842	75677
53842	100039801
5208	18640
2058	107508
51616	407786
56975	80752
56975	80752
22976	55982
23678	170755
5019	64059
5019	353371
5019	67041
11224	66489
1870	242705
6136	269261
7414	22330
440804	239731
6809	20908
6809	20908
374454	406220
8082	16651
5770	19246
5770	19246
11167	14314
58509	70312
54826	252876
10363	66867
6585	20562
10494	59041
348801	100503609
6374	20311
5921	218397
9622	56640
145942	67356
152405	74663
6722	20807
259	11699
26973	66917
53916	19342
51077	73736
5696	16913
388403	77864
388403	106369
5020	11998
5020	18429
6632	20641
8861	16825
23548	67515
3973	16867
11197	24117
4741	380684
4741	18040
1602	13134
1602	93837
5782	19248
5836	110095
2262	103978
1445	12988
90678	227738
29128	18140
10238	71833
79901	73649
6000	50779
6000	50779
6000	24012
7068	21834
404037	330790
161142	70897
168448	218294
50865	15199
7412	22329
1118	71884
221908	69871
65010	171429
80833	239552
80833	223672
80833	666348
80833	75761
80833	278679
80833	71898
80833	108956
57716	19153
55751	234463
1519	229445
54578	394435
54578	94284
56999	101401
51362	71713
867	12402
283297	18314
9411	214137
79102	213211
57674	672511
29935	19891
118490	74843
5689	19170
55958	242521
22913	19383
728464	327747
376267	104886
162979	63872
9651	269615
9651	269615
29799	77864
29799	106369
780776	383103
780776	67510
8224	20965
8224	20964
8224	27204
8224	27204
30849	75669
6690	20730
1781	13427
1540	74256
84708	16924
4892	18175
84450	269639
2354	14282
551	11998
551	18429
51177	67220
55723	66929
140901	67333
87769	223267
80317	72739
103910	67938
103910	67268
11345	93739
10971	22630
643236	319776
1977	13684
1977	218268
653784	72083
9066	54525
80816	211961
341883	78257
23516	213053
219623	327766
8321	14362
1477	67337
29997	68077
55347	213012
79144	66496
55858	21982
9806	94214
389400	404194
51030	383103
51030	67510
284110	450219
284110	76758
284110	57911
91937	276891
91937	276891
6356	20292
6356	20306
6356	20293
6356	20296
200728	103765
200728	103765
55825	111175
245940	654465
162540	66552
162540	237958
162540	73218
653333	70511
79710	75746
84876	109305
4729	72900
26137	56490
441864	245126
152519	70701
57216	93840
64064	64059
64064	353371
64064	67041
51719	12283
51258	66493
1351	12868
93517	74032
84970	635169
112268338	13079
18	268860
3200	15400
79809	73668
5743	19225
11231	140740
5111	18538
348487	277743
55239	270086
63979	60530
72	11475
72	11459
72	11464
72	11468
6347	20292
6347	20306
6347	20293
6347	20296
222194	242860
6924	27224
100533496	383103
100533496	67510
10283	67285
6890	21354
388135	319477
11157	78651
205	11639
205	11639
117194	404239
117194	243979
117194	235712
117194	404238
117194	233231
117194	404242
117194	620137
117194	235854
117194	233221
117194	668725
117194	243978
117194	233230
117194	668727
117194	233222
51247	67869
80267	66967
51170	114664
79574	99662
8402	67863
1948	13642
10400	18618
5493	19041
259249	404239
259249	243979
259249	235712
259249	404238
259249	233231
